AGE,EDU,SEX,AREA,Vex,weight,strata
2,4,0,5,阿斯特捷利康疫苗（AZ）,0.6674270225778453,44
3,4,0,5,阿斯特捷利康疫苗（AZ）,0.6013569553133606,46
2,4,0,5,阿斯特捷利康疫苗（AZ）,0.6674270225778453,44
2,5,0,5,輝瑞 BioNTech 疫苗（BNT）,0.6674270225778453,44
1,4,1,1,阿斯特捷利康疫苗（AZ）,0.9889079676493406,1
2,4,1,1,阿斯特捷利康疫苗（AZ）,0.7910125631510662,3
1,4,1,1,輝瑞 BioNTech 疫苗（BNT）,0.9889079676493406,1
1,4,1,3,輝瑞 BioNTech 疫苗（BNT）,0.9832047735659156,21
3,4,1,1,輝瑞 BioNTech 疫苗（BNT）,0.8777191146925415,5
2,4,1,1,阿斯特捷利康疫苗（AZ）,0.7910125631510662,3
2,3,0,4,輝瑞 BioNTech 疫苗（BNT）,0.8722223762755121,34
3,4,1,5,阿斯特捷利康疫苗（AZ）,0.8766904072306281,45
3,4,1,1,阿斯特捷利康疫苗（AZ）,0.8777191146925415,5
3,4,0,1,輝瑞 BioNTech 疫苗（BNT）,0.9291438197108345,6
3,4,1,1,阿斯特捷利康疫苗（AZ）,0.8777191146925415,5
4,4,1,1,阿斯特捷利康疫苗（AZ）,0.9123872746213814,7
3,4,0,4,阿斯特捷利康疫苗（AZ）,0.8731003314596417,36
4,4,1,1,阿斯特捷利康疫苗（AZ）,0.9123872746213814,7
3,4,0,1,阿斯特捷利康疫苗（AZ）,0.9291438197108345,6
2,5,1,1,輝瑞 BioNTech 疫苗（BNT）,0.7910125631510662,3
3,4,1,1,輝瑞 BioNTech 疫苗（BNT）,0.8777191146925415,5
1,4,0,2,輝瑞 BioNTech 疫苗（BNT）,0.8418074417683682,12
3,4,1,5,輝瑞 BioNTech 疫苗（BNT）,0.8766904072306281,45
2,3,0,3,阿斯特捷利康疫苗（AZ）,0.7800400091415018,24
3,3,1,1,高端疫苗（Medigen）,0.8777191146925415,5
3,4,1,3,阿斯特捷利康疫苗（AZ）,1.2223104602474824,25
3,4,0,4,阿斯特捷利康疫苗（AZ）,0.8731003314596417,36
1,4,0,4,輝瑞 BioNTech 疫苗（BNT）,0.6773314731449528,32
2,5,1,1,莫德納疫苗（Moderna）,0.7910125631510662,3
3,4,0,5,阿斯特捷利康疫苗（AZ）,0.6013569553133606,46
4,1,0,4,輝瑞 BioNTech 疫苗（BNT）,1.1013811377546736,38
3,4,1,6,沒有接種（尚未接種、未在國內接種、不打算接種）,0.9916595151796099,55
3,4,1,2,輝瑞 BioNTech 疫苗（BNT）,0.8868191232465352,15
5,4,1,5,阿斯特捷利康疫苗（AZ）,1.4452511213302879,49
5,1,0,1,阿斯特捷利康疫苗（AZ）,1.1321746142950844,10
1,4,1,1,阿斯特捷利康疫苗（AZ）,0.9889079676493406,1
2,4,1,2,阿斯特捷利康疫苗（AZ）,0.8133220938381056,13
2,4,0,1,阿斯特捷利康疫苗（AZ）,0.8921530233914792,4
3,4,1,5,輝瑞 BioNTech 疫苗（BNT）,0.8766904072306281,45
5,4,1,5,阿斯特捷利康疫苗（AZ）,1.4452511213302879,49
1,4,0,2,輝瑞 BioNTech 疫苗（BNT）,0.8418074417683682,12
5,5,1,1,輝瑞 BioNTech 疫苗（BNT）,1.0130703063813493,9
2,5,0,5,莫德納疫苗（Moderna）,0.6674270225778453,44
1,4,1,2,阿斯特捷利康疫苗（AZ）,0.936687081760568,11
2,5,1,3,輝瑞 BioNTech 疫苗（BNT）,0.7737022319769573,23
3,4,0,3,沒有接種（尚未接種、未在國內接種、不打算接種）,0.7310701185607293,26
1,4,1,4,輝瑞 BioNTech 疫苗（BNT）,0.9711333722895622,31
4,4,1,1,阿斯特捷利康疫苗（AZ）,0.9123872746213814,7
2,4,0,1,輝瑞 BioNTech 疫苗（BNT）,0.8921530233914792,4
2,3,0,1,輝瑞 BioNTech 疫苗（BNT）,0.8921530233914792,4
4,3,0,1,莫德納疫苗（Moderna）,0.9678591869396733,8
1,4,0,2,阿斯特捷利康疫苗（AZ）,0.8418074417683682,12
1,5,1,2,高端疫苗（Medigen）,0.936687081760568,11
2,4,0,1,阿斯特捷利康疫苗（AZ）,0.8921530233914792,4
1,4,0,3,阿斯特捷利康疫苗（AZ）,1.0952274964284807,22
1,4,1,2,莫德納疫苗（Moderna）,0.936687081760568,11
5,1,1,2,莫德納疫苗（Moderna）,1.4375173312890022,19
1,4,0,1,輝瑞 BioNTech 疫苗（BNT）,0.94165434333088,2
5,2,1,4,阿斯特捷利康疫苗（AZ）,1.113535441228432,39
3,4,1,2,輝瑞 BioNTech 疫苗（BNT）,0.8868191232465352,15
3,4,0,2,阿斯特捷利康疫苗（AZ）,0.8501421995095201,16
5,4,1,1,阿斯特捷利康疫苗（AZ）,1.0130703063813493,9
5,3,1,3,沒有接種（尚未接種、未在國內接種、不打算接種）,1.3259740616444962,29
1,4,0,4,阿斯特捷利康疫苗（AZ）,0.6773314731449528,32
2,4,0,1,輝瑞 BioNTech 疫苗（BNT）,0.8921530233914792,4
2,5,0,1,阿斯特捷利康疫苗（AZ）,0.8921530233914792,4
2,4,0,1,莫德納疫苗（Moderna）,0.8921530233914792,4
3,4,0,4,莫德納疫苗（Moderna）,0.8731003314596417,36
2,4,0,2,阿斯特捷利康疫苗（AZ）,0.8200487414368439,14
5,3,0,4,莫德納疫苗（Moderna）,1.6017852833065527,40
1,5,1,2,輝瑞 BioNTech 疫苗（BNT）,0.936687081760568,11
4,4,0,1,輝瑞 BioNTech 疫苗（BNT）,0.9678591869396733,8
3,4,1,3,阿斯特捷利康疫苗（AZ）,1.2223104602474824,25
2,5,1,1,沒有接種（尚未接種、未在國內接種、不打算接種）,0.7910125631510662,3
2,3,1,6,阿斯特捷利康疫苗（AZ）,0.9401931538591555,53
4,4,1,3,阿斯特捷利康疫苗（AZ）,1.051900776550371,27
1,4,1,3,輝瑞 BioNTech 疫苗（BNT）,0.9832047735659156,21
2,4,0,4,阿斯特捷利康疫苗（AZ）,0.8722223762755121,34
5,3,0,3,莫德納疫苗（Moderna）,1.8903082438031342,30
3,5,1,3,輝瑞 BioNTech 疫苗（BNT）,1.2223104602474824,25
1,4,0,4,高端疫苗（Medigen）,0.6773314731449528,32
2,5,1,1,阿斯特捷利康疫苗（AZ）,0.7910125631510662,3
2,4,0,3,阿斯特捷利康疫苗（AZ）,0.7800400091415018,24
1,5,0,1,阿斯特捷利康疫苗（AZ）,0.94165434333088,2
4,3,0,5,阿斯特捷利康疫苗（AZ）,1.1154216906606793,48
1,4,0,1,輝瑞 BioNTech 疫苗（BNT）,0.94165434333088,2
4,3,1,4,阿斯特捷利康疫苗（AZ）,1.1232288627413982,37
4,4,0,3,輝瑞 BioNTech 疫苗（BNT）,0.8559929027446372,28
1,5,1,1,阿斯特捷利康疫苗（AZ）,0.9889079676493406,1
2,4,1,2,阿斯特捷利康疫苗（AZ）,0.8133220938381056,13
5,1,1,4,莫德納疫苗（Moderna）,1.113535441228432,39
2,5,0,2,莫德納疫苗（Moderna）,0.8200487414368439,14
1,4,0,6,阿斯特捷利康疫苗（AZ）,1.0639852698074035,52
3,4,1,1,阿斯特捷利康疫苗（AZ）,0.8777191146925415,5
2,4,0,2,輝瑞 BioNTech 疫苗（BNT）,0.8200487414368439,14
2,4,0,4,沒有接種（尚未接種、未在國內接種、不打算接種）,0.8722223762755121,34
1,5,1,5,輝瑞 BioNTech 疫苗（BNT）,1.0889879774547284,41
4,3,0,1,阿斯特捷利康疫苗（AZ）,0.9678591869396733,8
5,4,0,1,沒有接種（尚未接種、未在國內接種、不打算接種）,1.1321746142950844,10
2,4,1,4,阿斯特捷利康疫苗（AZ）,0.8713510562721196,33
3,5,1,2,輝瑞 BioNTech 疫苗（BNT）,0.8868191232465352,15
4,4,1,3,阿斯特捷利康疫苗（AZ）,1.051900776550371,27
2,4,1,5,高端疫苗（Medigen）,0.836839862782963,43
4,3,0,5,高端疫苗（Medigen）,1.1154216906606793,48
2,4,0,3,輝瑞 BioNTech 疫苗（BNT）,0.7800400091415018,24
3,5,0,5,阿斯特捷利康疫苗（AZ）,0.6013569553133606,46
5,4,0,4,沒有接種（尚未接種、未在國內接種、不打算接種）,1.6017852833065527,40
3,4,0,2,莫德納疫苗（Moderna）,0.8501421995095201,16
3,4,0,1,阿斯特捷利康疫苗（AZ）,0.9291438197108345,6
3,2,0,4,莫德納疫苗（Moderna）,0.8731003314596417,36
1,4,0,3,阿斯特捷利康疫苗（AZ）,1.0952274964284807,22
1,4,1,4,沒有接種（尚未接種、未在國內接種、不打算接種）,0.9711333722895622,31
4,4,0,1,沒有接種（尚未接種、未在國內接種、不打算接種）,0.9678591869396733,8
1,5,1,2,阿斯特捷利康疫苗（AZ）,0.936687081760568,11
1,5,0,1,輝瑞 BioNTech 疫苗（BNT）,0.94165434333088,2
1,4,1,4,輝瑞 BioNTech 疫苗（BNT）,0.9711333722895622,31
2,4,0,2,輝瑞 BioNTech 疫苗（BNT）,0.8200487414368439,14
3,4,1,4,輝瑞 BioNTech 疫苗（BNT）,1.0468161545584789,35
3,4,1,2,沒有接種（尚未接種、未在國內接種、不打算接種）,0.8868191232465352,15
4,4,0,1,阿斯特捷利康疫苗（AZ）,0.9678591869396733,8
2,5,0,1,莫德納疫苗（Moderna）,0.8921530233914792,4
2,4,0,1,莫德納疫苗（Moderna）,0.8921530233914792,4
3,5,1,1,莫德納疫苗（Moderna）,0.8777191146925415,5
2,4,0,3,阿斯特捷利康疫苗（AZ）,0.7800400091415018,24
1,5,1,6,阿斯特捷利康疫苗（AZ）,1.0595772756514115,51
2,4,1,5,輝瑞 BioNTech 疫苗（BNT）,0.836839862782963,43
1,4,1,1,阿斯特捷利康疫苗（AZ）,0.9889079676493406,1
4,3,1,1,輝瑞 BioNTech 疫苗（BNT）,0.9123872746213814,7
1,4,0,5,阿斯特捷利康疫苗（AZ）,0.7208238569324276,42
1,4,0,2,阿斯特捷利康疫苗（AZ）,0.8418074417683682,12
4,4,0,4,阿斯特捷利康疫苗（AZ）,1.1013811377546736,38
2,4,1,1,輝瑞 BioNTech 疫苗（BNT）,0.7910125631510662,3
2,4,1,2,阿斯特捷利康疫苗（AZ）,0.8133220938381056,13
5,3,0,4,莫德納疫苗（Moderna）,1.6017852833065527,40
5,4,1,1,莫德納疫苗（Moderna）,1.0130703063813493,9
2,4,1,1,阿斯特捷利康疫苗（AZ）,0.7910125631510662,3
3,4,1,1,輝瑞 BioNTech 疫苗（BNT）,0.8777191146925415,5
3,4,0,1,輝瑞 BioNTech 疫苗（BNT）,0.9291438197108345,6
5,2,1,4,莫德納疫苗（Moderna）,1.113535441228432,39
5,4,0,5,阿斯特捷利康疫苗（AZ）,1.2447807116224472,50
1,5,0,5,阿斯特捷利康疫苗（AZ）,0.7208238569324276,42
5,4,1,1,莫德納疫苗（Moderna）,1.0130703063813493,9
3,4,1,1,阿斯特捷利康疫苗（AZ）,0.8777191146925415,5
4,4,1,4,阿斯特捷利康疫苗（AZ）,1.1232288627413982,37
1,4,1,5,阿斯特捷利康疫苗（AZ）,1.0889879774547284,41
4,4,1,4,阿斯特捷利康疫苗（AZ）,1.1232288627413982,37
3,4,1,5,輝瑞 BioNTech 疫苗（BNT）,0.8766904072306281,45
2,4,0,1,阿斯特捷利康疫苗（AZ）,0.8921530233914792,4
1,4,0,4,阿斯特捷利康疫苗（AZ）,0.6773314731449528,32
2,5,1,1,阿斯特捷利康疫苗（AZ）,0.7910125631510662,3
4,3,0,5,阿斯特捷利康疫苗（AZ）,1.1154216906606793,48
2,4,0,3,輝瑞 BioNTech 疫苗（BNT）,0.7800400091415018,24
2,4,0,3,輝瑞 BioNTech 疫苗（BNT）,0.7800400091415018,24
5,1,1,1,莫德納疫苗（Moderna）,1.0130703063813493,9
2,4,1,5,輝瑞 BioNTech 疫苗（BNT）,0.836839862782963,43
5,1,1,1,高端疫苗（Medigen）,1.0130703063813493,9
5,2,1,5,莫德納疫苗（Moderna）,1.4452511213302879,49
2,4,0,3,輝瑞 BioNTech 疫苗（BNT）,0.7800400091415018,24
1,4,0,3,阿斯特捷利康疫苗（AZ）,1.0952274964284807,22
2,4,0,5,阿斯特捷利康疫苗（AZ）,0.6674270225778453,44
3,4,0,4,輝瑞 BioNTech 疫苗（BNT）,0.8731003314596417,36
2,4,1,4,莫德納疫苗（Moderna）,0.8713510562721196,33
2,4,1,5,阿斯特捷利康疫苗（AZ）,0.836839862782963,43
3,5,1,1,沒有接種（尚未接種、未在國內接種、不打算接種）,0.8777191146925415,5
5,3,0,1,阿斯特捷利康疫苗（AZ）,1.1321746142950844,10
5,4,0,3,莫德納疫苗（Moderna）,1.8903082438031342,30
2,4,0,1,阿斯特捷利康疫苗（AZ）,0.8921530233914792,4
3,4,0,2,輝瑞 BioNTech 疫苗（BNT）,0.8501421995095201,16
5,3,1,4,沒有接種（尚未接種、未在國內接種、不打算接種）,1.113535441228432,39
1,3,1,5,高端疫苗（Medigen）,1.0889879774547284,41
3,5,0,6,阿斯特捷利康疫苗（AZ）,1.1612360728334925,56
5,4,0,1,莫德納疫苗（Moderna）,1.1321746142950844,10
3,5,1,6,阿斯特捷利康疫苗（AZ）,0.9916595151796099,55
4,3,0,4,輝瑞 BioNTech 疫苗（BNT）,1.1013811377546736,38
3,4,0,2,阿斯特捷利康疫苗（AZ）,0.8501421995095201,16
4,4,1,4,莫德納疫苗（Moderna）,1.1232288627413982,37
4,3,1,3,高端疫苗（Medigen）,1.051900776550371,27
5,3,1,1,莫德納疫苗（Moderna）,1.0130703063813493,9
3,4,0,2,阿斯特捷利康疫苗（AZ）,0.8501421995095201,16
2,4,1,5,輝瑞 BioNTech 疫苗（BNT）,0.836839862782963,43
5,4,1,4,莫德納疫苗（Moderna）,1.113535441228432,39
1,4,0,2,阿斯特捷利康疫苗（AZ）,0.8418074417683682,12
5,4,1,4,輝瑞 BioNTech 疫苗（BNT）,1.113535441228432,39
2,4,0,3,沒有接種（尚未接種、未在國內接種、不打算接種）,0.7800400091415018,24
5,2,0,1,莫德納疫苗（Moderna）,1.1321746142950844,10
3,4,1,4,阿斯特捷利康疫苗（AZ）,1.0468161545584789,35
3,4,0,1,阿斯特捷利康疫苗（AZ）,0.9291438197108345,6
4,5,1,2,阿斯特捷利康疫苗（AZ）,1.2368931414541393,17
5,3,0,1,輝瑞 BioNTech 疫苗（BNT）,1.1321746142950844,10
5,4,1,1,莫德納疫苗（Moderna）,1.0130703063813493,9
3,4,0,2,阿斯特捷利康疫苗（AZ）,0.8501421995095201,16
2,3,1,2,阿斯特捷利康疫苗（AZ）,0.8133220938381056,13
3,4,1,1,輝瑞 BioNTech 疫苗（BNT）,0.8777191146925415,5
1,5,1,6,阿斯特捷利康疫苗（AZ）,1.0595772756514115,51
4,2,0,3,高端疫苗（Medigen）,0.8559929027446372,28
5,2,1,3,阿斯特捷利康疫苗（AZ）,1.3259740616444962,29
3,5,0,5,阿斯特捷利康疫苗（AZ）,0.6013569553133606,46
2,4,0,3,阿斯特捷利康疫苗（AZ）,0.7800400091415018,24
5,4,1,1,莫德納疫苗（Moderna）,1.0130703063813493,9
5,3,0,1,阿斯特捷利康疫苗（AZ）,1.1321746142950844,10
3,4,1,5,沒有接種（尚未接種、未在國內接種、不打算接種）,0.8766904072306281,45
5,4,1,1,莫德納疫苗（Moderna）,1.0130703063813493,9
1,4,0,1,輝瑞 BioNTech 疫苗（BNT）,0.94165434333088,2
5,3,1,3,阿斯特捷利康疫苗（AZ）,1.3259740616444962,29
1,5,1,3,輝瑞 BioNTech 疫苗（BNT）,0.9832047735659156,21
3,3,0,2,輝瑞 BioNTech 疫苗（BNT）,0.8501421995095201,16
5,5,1,2,輝瑞 BioNTech 疫苗（BNT）,1.4375173312890022,19
3,4,0,1,輝瑞 BioNTech 疫苗（BNT）,0.9291438197108345,6
4,4,0,1,沒有接種（尚未接種、未在國內接種、不打算接種）,0.9678591869396733,8
1,5,1,3,輝瑞 BioNTech 疫苗（BNT）,0.9832047735659156,21
5,4,1,1,沒有接種（尚未接種、未在國內接種、不打算接種）,1.0130703063813493,9
1,4,1,1,高端疫苗（Medigen）,0.9889079676493406,1
4,2,0,4,阿斯特捷利康疫苗（AZ）,1.1013811377546736,38
4,3,1,1,沒有接種（尚未接種、未在國內接種、不打算接種）,0.9123872746213814,7
2,4,0,1,阿斯特捷利康疫苗（AZ）,0.8921530233914792,4
2,4,1,1,沒有接種（尚未接種、未在國內接種、不打算接種）,0.7910125631510662,3
3,5,1,4,阿斯特捷利康疫苗（AZ）,1.0468161545584789,35
5,5,1,4,阿斯特捷利康疫苗（AZ）,1.113535441228432,39
1,4,0,3,阿斯特捷利康疫苗（AZ）,1.0952274964284807,22
1,4,1,1,阿斯特捷利康疫苗（AZ）,0.9889079676493406,1
2,5,1,2,阿斯特捷利康疫苗（AZ）,0.8133220938381056,13
2,4,0,5,高端疫苗（Medigen）,0.6674270225778453,44
2,5,1,5,阿斯特捷利康疫苗（AZ）,0.836839862782963,43
2,4,1,5,阿斯特捷利康疫苗（AZ）,0.836839862782963,43
1,4,1,4,阿斯特捷利康疫苗（AZ）,0.9711333722895622,31
2,4,0,4,阿斯特捷利康疫苗（AZ）,0.8722223762755121,34
1,3,0,1,輝瑞 BioNTech 疫苗（BNT）,0.94165434333088,2
1,5,1,5,阿斯特捷利康疫苗（AZ）,1.0889879774547284,41
2,5,0,2,阿斯特捷利康疫苗（AZ）,0.8200487414368439,14
1,4,1,3,高端疫苗（Medigen）,0.9832047735659156,21
4,5,1,4,阿斯特捷利康疫苗（AZ）,1.1232288627413982,37
3,4,1,1,輝瑞 BioNTech 疫苗（BNT）,0.8777191146925415,5
2,4,0,3,高端疫苗（Medigen）,0.7800400091415018,24
1,4,1,4,阿斯特捷利康疫苗（AZ）,0.9711333722895622,31
1,5,0,2,阿斯特捷利康疫苗（AZ）,0.8418074417683682,12
1,5,1,1,高端疫苗（Medigen）,0.9889079676493406,1
3,4,1,5,阿斯特捷利康疫苗（AZ）,0.8766904072306281,45
2,5,1,4,輝瑞 BioNTech 疫苗（BNT）,0.8713510562721196,33
2,5,1,1,阿斯特捷利康疫苗（AZ）,0.7910125631510662,3
1,5,0,2,阿斯特捷利康疫苗（AZ）,0.8418074417683682,12
2,4,1,1,阿斯特捷利康疫苗（AZ）,0.7910125631510662,3
1,4,0,1,阿斯特捷利康疫苗（AZ）,0.94165434333088,2
1,4,0,3,沒有接種（尚未接種、未在國內接種、不打算接種）,1.0952274964284807,22
1,4,1,5,輝瑞 BioNTech 疫苗（BNT）,1.0889879774547284,41
5,3,1,4,莫德納疫苗（Moderna）,1.113535441228432,39
1,3,0,3,高端疫苗（Medigen）,1.0952274964284807,22
1,4,0,6,阿斯特捷利康疫苗（AZ）,1.0639852698074035,52
2,4,1,6,阿斯特捷利康疫苗（AZ）,0.9401931538591555,53
1,4,0,2,阿斯特捷利康疫苗（AZ）,0.8418074417683682,12
2,4,1,1,輝瑞 BioNTech 疫苗（BNT）,0.7910125631510662,3
1,4,1,4,阿斯特捷利康疫苗（AZ）,0.9711333722895622,31
2,4,0,4,輝瑞 BioNTech 疫苗（BNT）,0.8722223762755121,34
1,4,0,5,阿斯特捷利康疫苗（AZ）,0.7208238569324276,42
3,4,1,1,阿斯特捷利康疫苗（AZ）,0.8777191146925415,5
2,4,0,2,阿斯特捷利康疫苗（AZ）,0.8200487414368439,14
2,5,1,2,阿斯特捷利康疫苗（AZ）,0.8133220938381056,13
1,4,0,1,高端疫苗（Medigen）,0.94165434333088,2
2,5,0,1,阿斯特捷利康疫苗（AZ）,0.8921530233914792,4
2,4,0,1,阿斯特捷利康疫苗（AZ）,0.8921530233914792,4
1,4,0,1,阿斯特捷利康疫苗（AZ）,0.94165434333088,2
1,4,0,4,阿斯特捷利康疫苗（AZ）,0.6773314731449528,32
2,4,1,6,莫德納疫苗（Moderna）,0.9401931538591555,53
3,4,0,3,輝瑞 BioNTech 疫苗（BNT）,0.7310701185607293,26
1,4,1,5,高端疫苗（Medigen）,1.0889879774547284,41
2,4,0,6,阿斯特捷利康疫苗（AZ）,1.4819705565955634,54
2,5,1,4,阿斯特捷利康疫苗（AZ）,0.8713510562721196,33
1,4,0,1,輝瑞 BioNTech 疫苗（BNT）,0.94165434333088,2
1,4,1,2,輝瑞 BioNTech 疫苗（BNT）,0.936687081760568,11
3,5,0,4,阿斯特捷利康疫苗（AZ）,0.8731003314596417,36
2,3,1,3,莫德納疫苗（Moderna）,0.7737022319769573,23
2,5,0,2,阿斯特捷利康疫苗（AZ）,0.8200487414368439,14
1,4,1,3,阿斯特捷利康疫苗（AZ）,0.9832047735659156,21
5,1,0,5,莫德納疫苗（Moderna）,1.2447807116224472,50
3,4,0,1,輝瑞 BioNTech 疫苗（BNT）,0.9291438197108345,6
2,5,1,3,阿斯特捷利康疫苗（AZ）,0.7737022319769573,23
2,4,0,1,莫德納疫苗（Moderna）,0.8921530233914792,4
1,4,1,2,阿斯特捷利康疫苗（AZ）,0.936687081760568,11
4,3,1,1,阿斯特捷利康疫苗（AZ）,0.9123872746213814,7
1,4,0,2,沒有接種（尚未接種、未在國內接種、不打算接種）,0.8418074417683682,12
1,4,1,5,阿斯特捷利康疫苗（AZ）,1.0889879774547284,41
1,4,1,2,輝瑞 BioNTech 疫苗（BNT）,0.936687081760568,11
4,3,0,1,高端疫苗（Medigen）,0.9678591869396733,8
1,5,1,3,輝瑞 BioNTech 疫苗（BNT）,0.9832047735659156,21
1,4,0,1,阿斯特捷利康疫苗（AZ）,0.94165434333088,2
3,4,1,1,莫德納疫苗（Moderna）,0.8777191146925415,5
4,3,0,1,阿斯特捷利康疫苗（AZ）,0.9678591869396733,8
2,4,1,2,高端疫苗（Medigen）,0.8133220938381056,13
2,5,1,5,輝瑞 BioNTech 疫苗（BNT）,0.836839862782963,43
1,4,1,3,阿斯特捷利康疫苗（AZ）,0.9832047735659156,21
4,4,1,5,阿斯特捷利康疫苗（AZ）,1.6724231700776497,47
2,4,0,1,輝瑞 BioNTech 疫苗（BNT）,0.8921530233914792,4
2,4,1,4,輝瑞 BioNTech 疫苗（BNT）,0.8713510562721196,33
2,5,1,2,阿斯特捷利康疫苗（AZ）,0.8133220938381056,13
2,4,1,1,阿斯特捷利康疫苗（AZ）,0.7910125631510662,3
3,5,1,1,高端疫苗（Medigen）,0.8777191146925415,5
3,5,1,5,阿斯特捷利康疫苗（AZ）,0.8766904072306281,45
1,4,0,2,阿斯特捷利康疫苗（AZ）,0.8418074417683682,12
2,3,1,2,輝瑞 BioNTech 疫苗（BNT）,0.8133220938381056,13
5,3,0,5,輝瑞 BioNTech 疫苗（BNT）,1.2447807116224472,50
3,4,1,5,莫德納疫苗（Moderna）,0.8766904072306281,45
2,5,1,1,輝瑞 BioNTech 疫苗（BNT）,0.7910125631510662,3
3,4,0,5,阿斯特捷利康疫苗（AZ）,0.6013569553133606,46
4,5,1,4,阿斯特捷利康疫苗（AZ）,1.1232288627413982,37
3,3,1,4,阿斯特捷利康疫苗（AZ）,1.0468161545584789,35
2,4,0,4,阿斯特捷利康疫苗（AZ）,0.8722223762755121,34
4,4,0,1,阿斯特捷利康疫苗（AZ）,0.9678591869396733,8
1,4,1,6,高端疫苗（Medigen）,1.0595772756514115,51
5,1,0,5,莫德納疫苗（Moderna）,1.2447807116224472,50
2,3,0,5,輝瑞 BioNTech 疫苗（BNT）,0.6674270225778453,44
4,3,0,5,阿斯特捷利康疫苗（AZ）,1.1154216906606793,48
2,4,0,3,輝瑞 BioNTech 疫苗（BNT）,0.7800400091415018,24
3,3,1,5,輝瑞 BioNTech 疫苗（BNT）,0.8766904072306281,45
3,4,0,1,阿斯特捷利康疫苗（AZ）,0.9291438197108345,6
4,4,0,1,阿斯特捷利康疫苗（AZ）,0.9678591869396733,8
2,4,0,4,阿斯特捷利康疫苗（AZ）,0.8722223762755121,34
2,4,1,3,莫德納疫苗（Moderna）,0.7737022319769573,23
1,4,1,3,輝瑞 BioNTech 疫苗（BNT）,0.9832047735659156,21
4,5,0,2,阿斯特捷利康疫苗（AZ）,1.2103928076627273,18
2,4,0,2,阿斯特捷利康疫苗（AZ）,0.8200487414368439,14
2,1,1,1,沒有接種（尚未接種、未在國內接種、不打算接種）,0.7910125631510662,3
2,4,0,6,阿斯特捷利康疫苗（AZ）,1.4819705565955634,54
1,4,0,3,沒有接種（尚未接種、未在國內接種、不打算接種）,1.0952274964284807,22
5,5,1,2,阿斯特捷利康疫苗（AZ）,1.4375173312890022,19
2,4,0,3,阿斯特捷利康疫苗（AZ）,0.7800400091415018,24
4,4,1,5,高端疫苗（Medigen）,1.6724231700776497,47
5,3,1,4,沒有接種（尚未接種、未在國內接種、不打算接種）,1.113535441228432,39
3,3,1,1,莫德納疫苗（Moderna）,0.8777191146925415,5
5,3,1,5,莫德納疫苗（Moderna）,1.4452511213302879,49
3,4,1,1,阿斯特捷利康疫苗（AZ）,0.8777191146925415,5
1,4,0,5,阿斯特捷利康疫苗（AZ）,0.7208238569324276,42
3,4,1,2,輝瑞 BioNTech 疫苗（BNT）,0.8868191232465352,15
2,5,0,3,阿斯特捷利康疫苗（AZ）,0.7800400091415018,24
1,4,0,1,輝瑞 BioNTech 疫苗（BNT）,0.94165434333088,2
3,4,1,6,阿斯特捷利康疫苗（AZ）,0.9916595151796099,55
2,5,0,1,阿斯特捷利康疫苗（AZ）,0.8921530233914792,4
